YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2019,2019,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,44.5,44.5,NA,NA,27.8,62.6,89,NA,NA,NA,NA,NA,2 or more races,"(40.79373015200048, -77.86070029399963)",PA,PA1,Q044,VALUE,42,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,63.1,63.1,NA,NA,51.2,73.6,106,NA,NA,NA,NA,NA,Other,"(47.522278629, -120.47001079)",PA,PA1,Q043,VALUE,53,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,32.2,32.2,NA,NA,28.9,35.6,1359,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(45.254228894001, -68.985031336)",PA,PA1,Q045,VALUE,23,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,29.2,29.2,NA,NA,26.8,31.8,2358,NA,55 - 64,NA,NA,NA,NA,"(40.793730152, -77.860700294)",PA,PA1,Q047,VALUE,42,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,57.4,57.4,NA,NA,50.8,63.6,474,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,02,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,43.5,43.5,NA,NA,37.9,49.2,718,NA,NA,NA,NA,"Less than $15,000",NA,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Income,"Less than $15,000",INC,INCLESS15
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Other,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Race/Ethnicity,Other,RACE,RACEOTH
2019,2019,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Non-Hispanic Black,"(18.220833, -66.590149)",PA,PA1,Q047,VALUE,72,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2021,2021,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.7,18.7,NA,NA,12.7,26.7,474,NA,NA,NA,NA,Data not reported,NA,"(18.335765, -64.896335)",PA,PA1,Q047,VALUE,78,Income,Data not reported,INC,INCNR
2011,2011,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,39.5,39.5,NA,NA,35.1,44,1653,NA,NA,College graduate,NA,NA,NA,"(39.49324039, -117.071840564)",PA,PA1,Q046,VALUE,32,Education,College graduate,EDU,EDUCOGRAD
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,37.8,37.8,NA,NA,22.7,55.7,118,NA,NA,NA,NA,NA,2 or more races,"(34.748650124, -92.274490743)",PA,PA1,Q047,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2019,2019,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,24.1,24.1,NA,NA,21.4,27,3305,NA,NA,NA,NA,"$75,000 or greater",NA,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2015,2015,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,23.1,23.1,NA,NA,17.5,29.8,262,NA,NA,NA,NA,NA,Hispanic,"(37.542680674, -78.457890463)",PA,PA1,Q044,VALUE,51,Race/Ethnicity,Hispanic,RACE,RACEHIS
2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.2,28.2,NA,NA,21.9,35.6,291,NA,18 - 24,NA,NA,NA,NA,"(44.353130053, -100.373530637)",PA,PA1,Q045,VALUE,46,Age (years),18 - 24,AGEYR,AGEYR1824
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",PA,PA1,Q047,VALUE,46,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,21.8,21.8,NA,NA,11.7,36.8,55,NA,NA,NA,NA,NA,Asian,"(34.520880952, -106.240580985)",PA,PA1,Q046,VALUE,35,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26.2,26.2,NA,NA,21.2,32,525,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(41.70828019300046, -71.52247031399963)",PA,PA1,Q047,VALUE,44,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.1,34.1,NA,NA,29.8,38.6,792,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(42.469400913, -93.816490556)",OWS,OWS1,Q037,VALUE,19,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,40.8,40.8,NA,NA,32.5,49.7,225,NA,NA,NA,NA,"Less than $15,000",NA,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q036,VALUE,44,Income,"Less than $15,000",INC,INCLESS15
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.5,18.5,NA,NA,12.4,26.6,293,NA,NA,NA,NA,NA,2 or more races,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q047,VALUE,06,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,24.4,24.4,NA,NA,21.1,28.2,856,NA,NA,NA,NA,"$50,000 - $74,999",NA,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,51.2,51.2,NA,NA,47.2,55.2,1097,NA,NA,Some college or technical school,NA,NA,NA,"(18.220833, -66.590149)",PA,PA1,Q047,VALUE,72,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.9,28.9,NA,NA,24.9,33.2,905,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(42.27687047, -72.082690675)",PA,PA1,Q045,VALUE,25,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,19.8,19.8,NA,NA,14.7,26.3,281,NA,18 - 24,NA,NA,NA,NA,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,36.4,36.4,NA,NA,30.1,43.2,457,NA,NA,NA,NA,"Less than $15,000",NA,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,VALUE,55,Income,"Less than $15,000",INC,INCLESS15
2022,2022,VT,Vermont,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,7.1,7.1,NA,NA,3.1,15.1,118,NA,NA,NA,NA,NA,Asian,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
2021,2021,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.5,34.5,NA,NA,31.6,37.5,2067,NA,NA,NA,Male,NA,NA,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Gender,Male,GEN,MALE
2015,2015,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,54.7,54.7,NA,NA,51.5,57.9,1651,NA,NA,High school graduate,NA,NA,NA,"(21.304850435, -157.857749403)",PA,PA1,Q043,VALUE,15,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,13.9,13.9,NA,NA,11.3,17,995,NA,45 - 54,NA,NA,NA,NA,"(38.635790776, -92.566300053)",PA,PA1,Q044,VALUE,29,Age (years),45 - 54,AGEYR,AGEYR4554
2020,2020,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q037,VALUE,09,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2016,2016,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.5,33.5,NA,NA,31.4,35.6,3423,NA,NA,NA,Female,NA,NA,"(18.220833, -66.590149)",OWS,OWS1,Q037,VALUE,72,Gender,Female,GEN,FEMALE
2016,2016,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,41.3,41.3,NA,NA,38.8,43.8,2268,NA,65 or older,NA,NA,NA,NA,"(43.655950113, -71.50036092)",OWS,OWS1,Q037,VALUE,33,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,55.4,55.4,NA,NA,53.7,57.2,5768,Total,NA,NA,NA,NA,NA,"(43.655950113, -71.50036092)",PA,PA1,Q043,VALUE,33,Total,Total,OVR,OVERALL
2015,2015,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,24.2,24.2,NA,NA,19.1,30.1,420,NA,NA,NA,NA,"Less than $15,000",NA,"(40.485010283, -88.997710178)",PA,PA1,Q045,VALUE,17,Income,"Less than $15,000",INC,INCLESS15
2021,2021,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,36.1,36.1,NA,NA,31.7,40.7,2389,NA,NA,College graduate,NA,NA,NA,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Education,College graduate,EDU,EDUCOGRAD
2021,2021,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,32.2,32.2,NA,NA,27.6,37.1,533,NA,45 - 54,NA,NA,NA,NA,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2019,2019,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,33.6,33.6,NA,NA,29.8,37.6,739,NA,NA,NA,NA,NA,Hispanic,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,25.9,25.9,NA,NA,22.5,29.6,1002,NA,55 - 64,NA,NA,NA,NA,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2016,2016,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,17.7,17.7,NA,NA,13.4,23,367,NA,18 - 24,NA,NA,NA,NA,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,VALUE,29,Age (years),18 - 24,AGEYR,AGEYR1824
2014,2014,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.1,36.1,NA,NA,31.4,41.1,621,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(40.485010283, -88.997710178)",OWS,OWS1,Q037,VALUE,17,Income,"$35,000 - $49,999",INC,INC3550
2019,2019,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34.4,34.4,NA,NA,29.9,39.1,659,NA,NA,NA,NA,"$15,000 - $24,999",NA,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,36.7,36.7,NA,NA,32.3,41.2,880,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,35.8,35.8,NA,NA,31.1,40.9,719,NA,NA,NA,NA,"$50,000 - $74,999",NA,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,01,Income,"$50,000 - $74,999",INC,INC5075
2019,2019,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,54.4,54.4,NA,NA,39.6,68.4,94,NA,NA,NA,NA,NA,2 or more races,"(35.68094058000048, -85.77449091399967)",FV,FV1,Q018,VALUE,47,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2022,2022,GA,Georgia,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,20.1,20.1,NA,NA,17.3,23.3,1114,NA,35 - 44,NA,NA,NA,NA,"(32.83968109300048, -83.62758034599966)",PA,PA1,Q047,VALUE,13,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,MN,Minnesota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,20.3,20.3,NA,NA,18.2,22.7,2438,NA,NA,NA,NA,"$50,000 - $74,999",NA,"(46.35564873600049, -94.79420050299967)",PA,PA1,Q047,VALUE,27,Income,"$50,000 - $74,999",INC,INC5075
2012,2012,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.9,35.9,NA,NA,33.1,38.8,2093,NA,NA,Some college or technical school,NA,NA,NA,"(31.827240407, -99.426770206)",OWS,OWS1,Q037,VALUE,48,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,CT,Connecticut,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,18.2,18.2,NA,NA,15.8,20.9,1867,NA,NA,Some college or technical school,NA,NA,NA,"(41.56266102000046, -72.64984095199964)",FV,FV1,Q019,VALUE,09,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Other,"(37.645970271, -84.774971048)",PA,PA1,Q046,VALUE,21,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23.5,23.5,NA,NA,13.8,37,74,NA,NA,NA,NA,NA,2 or more races,"(38.665510202, -80.712640135)",PA,PA1,Q047,VALUE,54,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
